gameId;strategy;wins;losses
444;Nemesis;4134;3514
445;CallingRulesWithHeuristic;3527;4153
445;Nemesis;4153;3527
446;CallingRulesWithHeuristic;3527;4153
446;Nemesis;4153;3527
447;CallingRulesWithHeuristic;3543;4169
447;Nemesis;4169;3543
448;CallingRulesWithHeuristic;3543;4169
448;Nemesis;4169;3543
449;CallingRulesWithHeuristic;3543;4169
449;Nemesis;4169;3543
450;CallingRulesWithHeuristic;3559;4185
450;Nemesis;4185;3559
451;CallingRulesWithHeuristic;3572;4204
451;Nemesis;4204;3572
452;CallingRulesWithHeuristic;3572;4204
452;Nemesis;4204;3572
453;CallingRulesWithHeuristic;3572;4204
453;Nemesis;4204;3572
454;CallingRulesWithHeuristic;3572;4204
454;Nemesis;4204;3572
455;CallingRulesWithHeuristic;3588;4220
455;Nemesis;4220;3588
456;CallingRulesWithHeuristic;3604;4236
456;Nemesis;4236;3604
457;CallingRulesWithHeuristic;3620;4252
457;Nemesis;4252;3620
458;CallingRulesWithHeuristic;3636;4268
458;Nemesis;4268;3636
459;CallingRulesWithHeuristic;3652;4284
459;Nemesis;4284;3652
460;CallingRulesWithHeuristic;3652;4284
460;Nemesis;4284;3652
461;CallingRulesWithHeuristic;3668;4300
461;Nemesis;4300;3668
462;CallingRulesWithHeuristic;3668;4300
462;Nemesis;4300;3668
463;CallingRulesWithHeuristic;3668;4300
463;Nemesis;4300;3668
464;CallingRulesWithHeuristic;3683;4317
464;Nemesis;4317;3683
465;CallingRulesWithHeuristic;3698;4334
465;Nemesis;4334;3698
466;CallingRulesWithHeuristic;3698;4334
466;Nemesis;4334;3698
467;CallingRulesWithHeuristic;3709;4355
467;Nemesis;4355;3709
468;CallingRulesWithHeuristic;3725;4371
468;Nemesis;4371;3725
469;CallingRulesWithHeuristic;3741;4387
469;Nemesis;4387;3741
470;CallingRulesWithHeuristic;3753;4407
470;Nemesis;4407;3753
471;CallingRulesWithHeuristic;3768;4424
471;Nemesis;4424;3768
472;CallingRulesWithHeuristic;3768;4424
472;Nemesis;4424;3768
473;CallingRulesWithHeuristic;3784;4440
473;Nemesis;4440;3784
474;CallingRulesWithHeuristic;3800;4456
474;Nemesis;4456;3800
475;CallingRulesWithHeuristic;3816;4472
475;Nemesis;4472;3816
476;CallingRulesWithHeuristic;3816;4472
476;Nemesis;4472;3816
477;CallingRulesWithHeuristic;3830;4490
477;Nemesis;4490;3830
478;CallingRulesWithHeuristic;3846;4506
478;Nemesis;4506;3846
479;CallingRulesWithHeuristic;3862;4522
479;Nemesis;4522;3862
480;CallingRulesWithHeuristic;3873;4543
480;Nemesis;4543;3873
481;CallingRulesWithHeuristic;3888;4560
481;Nemesis;4560;3888
482;CallingRulesWithHeuristic;3904;4576
482;Nemesis;4576;3904
483;CallingRulesWithHeuristic;3920;4592
483;Nemesis;4592;3920
484;CallingRulesWithHeuristic;3934;4610
484;Nemesis;4610;3934
485;CallingRulesWithHeuristic;3950;4626
485;Nemesis;4626;3950
486;CallingRulesWithHeuristic;3966;4642
486;Nemesis;4642;3966
487;CallingRulesWithHeuristic;3982;4658
487;Nemesis;4658;3982
488;CallingRulesWithHeuristic;3997;4675
488;Nemesis;4675;3997
489;CallingRulesWithHeuristic;3997;4675
489;Nemesis;4675;3997
490;CallingRulesWithHeuristic;3997;4675
490;Nemesis;4675;3997
491;CallingRulesWithHeuristic;3997;4675
491;Nemesis;4675;3997
492;CallingRulesWithHeuristic;3997;4675
492;Nemesis;4675;3997
493;CallingRulesWithHeuristic;4009;4695
493;Nemesis;4695;4009
494;CallingRulesWithHeuristic;4009;4695
494;Nemesis;4695;4009
495;CallingRulesWithHeuristic;4025;4711
495;Nemesis;4711;4025
496;CallingRulesWithHeuristic;4039;4729
496;Nemesis;4729;4039
497;CallingRulesWithHeuristic;4054;4746
497;Nemesis;4746;4054
498;CallingRulesWithHeuristic;4070;4762
498;Nemesis;4762;4070
499;CallingRulesWithHeuristic;4070;4762
499;Nemesis;4762;4070
500;CallingRulesWithHeuristic;4084;4780
500;Nemesis;4780;4084
501;CallingRulesWithHeuristic;4084;4780
501;Nemesis;4780;4084
502;CallingRulesWithHeuristic;4084;4780
502;Nemesis;4780;4084
503;CallingRulesWithHeuristic;4084;4780
503;Nemesis;4780;4084
504;CallingRulesWithHeuristic;4084;4780
504;Nemesis;4780;4084
505;CallingRulesWithHeuristic;4084;4780
505;Nemesis;4780;4084
506;CallingRulesWithHeuristic;4084;4780
506;Nemesis;4780;4084
507;CallingRulesWithHeuristic;4084;4780
507;Nemesis;4780;4084
508;CallingRulesWithHeuristic;4100;4796
508;Nemesis;4796;4100
509;CallingRulesWithHeuristic;4116;4812
509;Nemesis;4812;4116
510;CallingRulesWithHeuristic;4132;4828
510;Nemesis;4828;4132
511;CallingRulesWithHeuristic;4145;4847
511;Nemesis;4847;4145
512;CallingRulesWithHeuristic;4161;4863
512;Nemesis;4863;4161
513;CallingRulesWithHeuristic;4177;4879
513;Nemesis;4879;4177
514;CallingRulesWithHeuristic;4193;4895
514;Nemesis;4895;4193
515;CallingRulesWithHeuristic;4209;4911
515;Nemesis;4911;4209
516;CallingRulesWithHeuristic;4223;4929
516;Nemesis;4929;4223
517;CallingRulesWithHeuristic;4234;4950
517;Nemesis;4950;4234
518;CallingRulesWithHeuristic;4234;4950
518;Nemesis;4950;4234
519;CallingRulesWithHeuristic;4234;4950
519;Nemesis;4950;4234
520;CallingRulesWithHeuristic;4234;4950
520;Nemesis;4950;4234
521;CallingRulesWithHeuristic;4250;4966
521;Nemesis;4966;4250
522;CallingRulesWithHeuristic;4250;4966
522;Nemesis;4966;4250
523;CallingRulesWithHeuristic;4250;4966
523;Nemesis;4966;4250
524;CallingRulesWithHeuristic;4250;4966
524;Nemesis;4966;4250
525;CallingRulesWithHeuristic;4250;4966
525;Nemesis;4966;4250
526;CallingRulesWithHeuristic;4250;4966
526;Nemesis;4966;4250
527;CallingRulesWithHeuristic;4250;4966
527;Nemesis;4966;4250
528;CallingRulesWithHeuristic;4260;4988
528;Nemesis;4988;4260
529;CallingRulesWithHeuristic;4271;5009
529;Nemesis;5009;4271
530;CallingRulesWithHeuristic;4271;5009
530;Nemesis;5009;4271
531;CallingRulesWithHeuristic;4287;5025
531;Nemesis;5025;4287
532;CallingRulesWithHeuristic;4303;5041
532;Nemesis;5041;4303
533;CallingRulesWithHeuristic;4303;5041
533;Nemesis;5041;4303
534;CallingRulesWithHeuristic;4315;5061
534;Nemesis;5061;4315
535;CallingRulesWithHeuristic;4331;5077
535;Nemesis;5077;4331
536;CallingRulesWithHeuristic;4331;5077
536;Nemesis;5077;4331
537;CallingRulesWithHeuristic;4331;5077
537;Nemesis;5077;4331
538;CallingRulesWithHeuristic;4331;5077
538;Nemesis;5077;4331
539;CallingRulesWithHeuristic;4347;5093
539;Nemesis;5093;4347
540;CallingRulesWithHeuristic;4347;5093
540;Nemesis;5093;4347
541;CallingRulesWithHeuristic;4363;5109
541;Nemesis;5109;4363
542;CallingRulesWithHeuristic;4363;5109
542;Nemesis;5109;4363
543;CallingRulesWithHeuristic;4376;5128
543;Nemesis;5128;4376
544;CallingRulesWithHeuristic;4376;5128
544;Nemesis;5128;4376
545;CallingRulesWithHeuristic;4392;5144
545;Nemesis;5144;4392
546;CallingRulesWithHeuristic;4392;5144
546;Nemesis;5144;4392
547;CallingRulesWithHeuristic;4392;5144
547;Nemesis;5144;4392
548;CallingRulesWithHeuristic;4408;5160
548;Nemesis;5160;4408
549;CallingRulesWithHeuristic;4408;5160
549;Nemesis;5160;4408
550;CallingRulesWithHeuristic;4408;5160
550;Nemesis;5160;4408
551;CallingRulesWithHeuristic;4424;5176
551;Nemesis;5176;4424
552;CallingRulesWithHeuristic;4424;5176
552;Nemesis;5176;4424
553;CallingRulesWithHeuristic;4441;5191
553;Nemesis;5191;4441
554;CallingRulesWithHeuristic;4457;5207
554;Nemesis;5207;4457
555;CallingRulesWithHeuristic;4457;5207
555;Nemesis;5207;4457
556;CallingRulesWithHeuristic;4473;5223
556;Nemesis;5223;4473
557;CallingRulesWithHeuristic;4473;5223
557;Nemesis;5223;4473
558;CallingRulesWithHeuristic;4487;5241
558;Nemesis;5241;4487
559;CallingRulesWithHeuristic;4487;5241
559;Nemesis;5241;4487
560;CallingRulesWithHeuristic;4487;5241
560;Nemesis;5241;4487
561;CallingRulesWithHeuristic;4487;5241
561;Nemesis;5241;4487
562;CallingRulesWithHeuristic;4503;5257
562;Nemesis;5257;4503
563;CallingRulesWithHeuristic;4514;5278
563;Nemesis;5278;4514
564;CallingRulesWithHeuristic;4527;5297
564;Nemesis;5297;4527
565;CallingRulesWithHeuristic;4527;5297
565;Nemesis;5297;4527
566;CallingRulesWithHeuristic;4544;5312
566;Nemesis;5312;4544
567;CallingRulesWithHeuristic;4544;5312
567;Nemesis;5312;4544
568;CallingRulesWithHeuristic;4560;5328
568;Nemesis;5328;4560
569;CallingRulesWithHeuristic;4560;5328
569;Nemesis;5328;4560
570;CallingRulesWithHeuristic;4560;5328
570;Nemesis;5328;4560
571;CallingRulesWithHeuristic;4560;5328
571;Nemesis;5328;4560
572;CallingRulesWithHeuristic;4560;5328
572;Nemesis;5328;4560
573;CallingRulesWithHeuristic;4560;5328
573;Nemesis;5328;4560
574;CallingRulesWithHeuristic;4560;5328
574;Nemesis;5328;4560
575;CallingRulesWithHeuristic;4576;5344
575;Nemesis;5344;4576
576;CallingRulesWithHeuristic;4587;5365
576;Nemesis;5365;4587
577;CallingRulesWithHeuristic;4587;5365
577;Nemesis;5365;4587
578;CallingRulesWithHeuristic;4587;5365
578;Nemesis;5365;4587
579;CallingRulesWithHeuristic;4587;5365
579;Nemesis;5365;4587
580;CallingRulesWithHeuristic;4587;5365
580;Nemesis;5365;4587
581;CallingRulesWithHeuristic;4587;5365
581;Nemesis;5365;4587
582;CallingRulesWithHeuristic;4587;5365
582;Nemesis;5365;4587
583;CallingRulesWithHeuristic;4603;5381
583;Nemesis;5381;4603
584;CallingRulesWithHeuristic;4619;5397
584;Nemesis;5397;4619
585;CallingRulesWithHeuristic;4635;5413
585;Nemesis;5413;4635
586;CallingRulesWithHeuristic;4635;5413
586;Nemesis;5413;4635
587;CallingRulesWithHeuristic;4649;5431
587;Nemesis;5431;4649
588;CallingRulesWithHeuristic;4665;5447
588;Nemesis;5447;4665
589;CallingRulesWithHeuristic;4679;5465
589;Nemesis;5465;4679
590;CallingRulesWithHeuristic;4679;5465
590;Nemesis;5465;4679
591;CallingRulesWithHeuristic;4679;5465
591;Nemesis;5465;4679
592;CallingRulesWithHeuristic;4679;5465
592;Nemesis;5465;4679
593;CallingRulesWithHeuristic;4679;5465
593;Nemesis;5465;4679
594;CallingRulesWithHeuristic;4691;5485
594;Nemesis;5485;4691
595;CallingRulesWithHeuristic;4691;5485
595;Nemesis;5485;4691
596;CallingRulesWithHeuristic;4707;5501
596;Nemesis;5501;4707
597;CallingRulesWithHeuristic;4707;5501
597;Nemesis;5501;4707
598;CallingRulesWithHeuristic;4707;5501
598;Nemesis;5501;4707
599;CallingRulesWithHeuristic;4723;5517
599;Nemesis;5517;4723
600;CallingRulesWithHeuristic;4723;5517
600;Nemesis;5517;4723
601;CallingRulesWithHeuristic;4723;5517
601;Nemesis;5517;4723
602;CallingRulesWithHeuristic;4723;5517
602;Nemesis;5517;4723
603;CallingRulesWithHeuristic;4723;5517
603;Nemesis;5517;4723
604;CallingRulesWithHeuristic;4737;5535
604;Nemesis;5535;4737
605;CallingRulesWithHeuristic;4737;5535
605;Nemesis;5535;4737
606;CallingRulesWithHeuristic;4753;5551
606;Nemesis;5551;4753
607;CallingRulesWithHeuristic;4753;5551
607;Nemesis;5551;4753
608;CallingRulesWithHeuristic;4768;5568
608;Nemesis;5568;4768
609;CallingRulesWithHeuristic;4768;5568
609;Nemesis;5568;4768
610;CallingRulesWithHeuristic;4784;5584
610;Nemesis;5584;4784
611;CallingRulesWithHeuristic;4800;5600
611;Nemesis;5600;4800
612;CallingRulesWithHeuristic;4800;5600
612;Nemesis;5600;4800
613;CallingRulesWithHeuristic;4800;5600
613;Nemesis;5600;4800
614;CallingRulesWithHeuristic;4817;5615
614;Nemesis;5615;4817
615;CallingRulesWithHeuristic;4833;5631
615;Nemesis;5631;4833
616;CallingRulesWithHeuristic;4848;5648
616;Nemesis;5648;4848
617;CallingRulesWithHeuristic;4848;5648
617;Nemesis;5648;4848
618;CallingRulesWithHeuristic;4848;5648
618;Nemesis;5648;4848
619;CallingRulesWithHeuristic;4848;5648
619;Nemesis;5648;4848
620;CallingRulesWithHeuristic;4863;5665
620;Nemesis;5665;4863
621;CallingRulesWithHeuristic;4863;5665
621;Nemesis;5665;4863
622;CallingRulesWithHeuristic;4863;5665
622;Nemesis;5665;4863
623;CallingRulesWithHeuristic;4879;5681
623;Nemesis;5681;4879
624;CallingRulesWithHeuristic;4879;5681
624;Nemesis;5681;4879
625;CallingRulesWithHeuristic;4879;5681
625;Nemesis;5681;4879
626;CallingRulesWithHeuristic;4895;5697
626;Nemesis;5697;4895
627;CallingRulesWithHeuristic;4907;5717
627;Nemesis;5717;4907
628;CallingRulesWithHeuristic;4923;5733
628;Nemesis;5733;4923
629;CallingRulesWithHeuristic;4923;5733
629;Nemesis;5733;4923
630;CallingRulesWithHeuristic;4923;5733
630;Nemesis;5733;4923
631;CallingRulesWithHeuristic;4935;5753
631;Nemesis;5753;4935
632;CallingRulesWithHeuristic;4949;5771
632;Nemesis;5771;4949
633;CallingRulesWithHeuristic;4949;5771
633;Nemesis;5771;4949
634;CallingRulesWithHeuristic;4961;5791
634;Nemesis;5791;4961
635;CallingRulesWithHeuristic;4961;5791
635;Nemesis;5791;4961
636;CallingRulesWithHeuristic;4977;5807
636;Nemesis;5807;4977
637;CallingRulesWithHeuristic;4977;5807
637;Nemesis;5807;4977
638;CallingRulesWithHeuristic;4993;5823
638;Nemesis;5823;4993
639;CallingRulesWithHeuristic;4993;5823
639;Nemesis;5823;4993
640;CallingRulesWithHeuristic;4993;5823
640;Nemesis;5823;4993
641;CallingRulesWithHeuristic;4993;5823
641;Nemesis;5823;4993
642;CallingRulesWithHeuristic;5009;5839
642;Nemesis;5839;5009
643;CallingRulesWithHeuristic;5009;5839
643;Nemesis;5839;5009
644;CallingRulesWithHeuristic;5021;5859
644;Nemesis;5859;5021
645;CallingRulesWithHeuristic;5037;5875
645;Nemesis;5875;5037
646;CallingRulesWithHeuristic;5037;5875
646;Nemesis;5875;5037
647;CallingRulesWithHeuristic;5037;5875
647;Nemesis;5875;5037
648;CallingRulesWithHeuristic;5037;5875
648;Nemesis;5875;5037
649;CallingRulesWithHeuristic;5050;5894
649;Nemesis;5894;5050
650;CallingRulesWithHeuristic;5062;5914
650;Nemesis;5914;5062
651;CallingRulesWithHeuristic;5075;5933
651;Nemesis;5933;5075
652;CallingRulesWithHeuristic;5090;5950
652;Nemesis;5950;5090
653;CallingRulesWithHeuristic;5100;5972
653;Nemesis;5972;5100
654;CallingRulesWithHeuristic;5100;5972
654;Nemesis;5972;5100
655;CallingRulesWithHeuristic;5111;5993
655;Nemesis;5993;5111
656;CallingRulesWithHeuristic;5111;5993
656;Nemesis;5993;5111
657;CallingRulesWithHeuristic;5122;6014
657;Nemesis;6014;5122
658;CallingRulesWithHeuristic;5135;6033
658;Nemesis;6033;5135
659;CallingRulesWithHeuristic;5135;6033
659;Nemesis;6033;5135
660;CallingRulesWithHeuristic;5135;6033
660;Nemesis;6033;5135
661;CallingRulesWithHeuristic;5135;6033
661;Nemesis;6033;5135
662;CallingRulesWithHeuristic;5151;6049
662;Nemesis;6049;5151
663;CallingRulesWithHeuristic;5163;6069
663;Nemesis;6069;5163
664;CallingRulesWithHeuristic;5163;6069
664;Nemesis;6069;5163
665;CallingRulesWithHeuristic;5179;6085
665;Nemesis;6085;5179
666;CallingRulesWithHeuristic;5195;6101
666;Nemesis;6101;5195
667;CallingRulesWithHeuristic;5211;6117
667;Nemesis;6117;5211
668;CallingRulesWithHeuristic;5222;6138
668;Nemesis;6138;5222
669;CallingRulesWithHeuristic;5222;6138
669;Nemesis;6138;5222
670;CallingRulesWithHeuristic;5222;6138
670;Nemesis;6138;5222
671;CallingRulesWithHeuristic;5234;6158
671;Nemesis;6158;5234
672;CallingRulesWithHeuristic;5247;6177
672;Nemesis;6177;5247
673;CallingRulesWithHeuristic;5260;6196
673;Nemesis;6196;5260
674;CallingRulesWithHeuristic;5260;6196
674;Nemesis;6196;5260
675;CallingRulesWithHeuristic;5277;6211
675;Nemesis;6211;5277
676;CallingRulesWithHeuristic;5277;6211
676;Nemesis;6211;5277
677;CallingRulesWithHeuristic;5277;6211
677;Nemesis;6211;5277
678;CallingRulesWithHeuristic;5293;6227
678;Nemesis;6227;5293
679;CallingRulesWithHeuristic;5305;6247
679;Nemesis;6247;5305
680;CallingRulesWithHeuristic;5317;6267
680;Nemesis;6267;5317
681;CallingRulesWithHeuristic;5333;6283
681;Nemesis;6283;5333
682;CallingRulesWithHeuristic;5349;6299
682;Nemesis;6299;5349
683;CallingRulesWithHeuristic;5349;6299
683;Nemesis;6299;5349
684;CallingRulesWithHeuristic;5361;6319
684;Nemesis;6319;5361
685;CallingRulesWithHeuristic;5377;6335
685;Nemesis;6335;5377
686;CallingRulesWithHeuristic;5391;6353
686;Nemesis;6353;5391
687;CallingRulesWithHeuristic;5391;6353
687;Nemesis;6353;5391
688;CallingRulesWithHeuristic;5406;6370
688;Nemesis;6370;5406
689;CallingRulesWithHeuristic;5421;6387
689;Nemesis;6387;5421
690;CallingRulesWithHeuristic;5433;6407
690;Nemesis;6407;5433
691;CallingRulesWithHeuristic;5433;6407
691;Nemesis;6407;5433
692;CallingRulesWithHeuristic;5446;6426
692;Nemesis;6426;5446
693;CallingRulesWithHeuristic;5446;6426
693;Nemesis;6426;5446
694;CallingRulesWithHeuristic;5446;6426
694;Nemesis;6426;5446
695;CallingRulesWithHeuristic;5446;6426
695;Nemesis;6426;5446
696;CallingRulesWithHeuristic;5462;6442
696;Nemesis;6442;5462
697;CallingRulesWithHeuristic;5473;6463
697;Nemesis;6463;5473
698;CallingRulesWithHeuristic;5473;6463
698;Nemesis;6463;5473
699;CallingRulesWithHeuristic;5488;6480
699;Nemesis;6480;5488
700;CallingRulesWithHeuristic;5503;6497
700;Nemesis;6497;5503
701;CallingRulesWithHeuristic;5519;6513
701;Nemesis;6513;5519
702;CallingRulesWithHeuristic;5535;6529
702;Nemesis;6529;5535
703;CallingRulesWithHeuristic;5546;6550
703;Nemesis;6550;5546
704;CallingRulesWithHeuristic;5546;6550
704;Nemesis;6550;5546
705;CallingRulesWithHeuristic;5546;6550
705;Nemesis;6550;5546
706;CallingRulesWithHeuristic;5563;6565
706;Nemesis;6565;5563
707;CallingRulesWithHeuristic;5563;6565
707;Nemesis;6565;5563
708;CallingRulesWithHeuristic;5576;6584
708;Nemesis;6584;5576
709;CallingRulesWithHeuristic;5592;6600
709;Nemesis;6600;5592
710;CallingRulesWithHeuristic;5608;6616
710;Nemesis;6616;5608
711;CallingRulesWithHeuristic;5624;6632
711;Nemesis;6632;5624
712;CallingRulesWithHeuristic;5624;6632
712;Nemesis;6632;5624
713;CallingRulesWithHeuristic;5639;6649
713;Nemesis;6649;5639
714;CallingRulesWithHeuristic;5639;6649
714;Nemesis;6649;5639
715;CallingRulesWithHeuristic;5639;6649
715;Nemesis;6649;5639
716;CallingRulesWithHeuristic;5639;6649
716;Nemesis;6649;5639
717;CallingRulesWithHeuristic;5639;6649
717;Nemesis;6649;5639
718;CallingRulesWithHeuristic;5653;6667
718;Nemesis;6667;5653
719;CallingRulesWithHeuristic;5665;6687
719;Nemesis;6687;5665
720;CallingRulesWithHeuristic;5665;6687
720;Nemesis;6687;5665
721;CallingRulesWithHeuristic;5681;6703
721;Nemesis;6703;5681
722;CallingRulesWithHeuristic;5692;6724
722;Nemesis;6724;5692
723;CallingRulesWithHeuristic;5702;6746
723;Nemesis;6746;5702
724;CallingRulesWithHeuristic;5713;6767
724;Nemesis;6767;5713
725;CallingRulesWithHeuristic;5726;6786
725;Nemesis;6786;5726
726;CallingRulesWithHeuristic;5738;6806
726;Nemesis;6806;5738
727;CallingRulesWithHeuristic;5738;6806
727;Nemesis;6806;5738
728;CallingRulesWithHeuristic;5754;6822
728;Nemesis;6822;5754
729;CallingRulesWithHeuristic;5770;6838
729;Nemesis;6838;5770
730;CallingRulesWithHeuristic;5770;6838
730;Nemesis;6838;5770
731;CallingRulesWithHeuristic;5782;6858
731;Nemesis;6858;5782
732;CallingRulesWithHeuristic;5798;6874
732;Nemesis;6874;5798
733;CallingRulesWithHeuristic;5811;6893
733;Nemesis;6893;5811
734;CallingRulesWithHeuristic;5824;6912
734;Nemesis;6912;5824
735;CallingRulesWithHeuristic;5824;6912
735;Nemesis;6912;5824
736;CallingRulesWithHeuristic;5824;6912
736;Nemesis;6912;5824
737;CallingRulesWithHeuristic;5840;6928
737;Nemesis;6928;5840
738;CallingRulesWithHeuristic;5840;6928
738;Nemesis;6928;5840
739;CallingRulesWithHeuristic;5840;6928
739;Nemesis;6928;5840
740;CallingRulesWithHeuristic;5855;6945
740;Nemesis;6945;5855
741;CallingRulesWithHeuristic;5871;6961
741;Nemesis;6961;5871
742;CallingRulesWithHeuristic;5884;6980
742;Nemesis;6980;5884
743;CallingRulesWithHeuristic;5897;6999
743;Nemesis;6999;5897
744;CallingRulesWithHeuristic;5913;7015
744;Nemesis;7015;5913
745;CallingRulesWithHeuristic;5913;7015
745;Nemesis;7015;5913
746;CallingRulesWithHeuristic;5929;7031
746;Nemesis;7031;5929
747;CallingRulesWithHeuristic;5944;7048
747;Nemesis;7048;5944
748;CallingRulesWithHeuristic;5960;7064
748;Nemesis;7064;5960
749;CallingRulesWithHeuristic;5960;7064
749;Nemesis;7064;5960
750;CallingRulesWithHeuristic;5960;7064
750;Nemesis;7064;5960
751;CallingRulesWithHeuristic;5976;7080
751;Nemesis;7080;5976
752;CallingRulesWithHeuristic;5976;7080
752;Nemesis;7080;5976
753;CallingRulesWithHeuristic;5988;7100
753;Nemesis;7100;5988
754;CallingRulesWithHeuristic;6001;7119
754;Nemesis;7119;6001
755;CallingRulesWithHeuristic;6001;7119
755;Nemesis;7119;6001
756;CallingRulesWithHeuristic;6017;7135
756;Nemesis;7135;6017
757;CallingRulesWithHeuristic;6017;7135
757;Nemesis;7135;6017
758;CallingRulesWithHeuristic;6017;7135
758;Nemesis;7135;6017
759;CallingRulesWithHeuristic;6033;7151
759;Nemesis;7151;6033
760;CallingRulesWithHeuristic;6049;7167
760;Nemesis;7167;6049
761;CallingRulesWithHeuristic;6049;7167
761;Nemesis;7167;6049
762;CallingRulesWithHeuristic;6061;7187
762;Nemesis;7187;6061
763;CallingRulesWithHeuristic;6077;7203
763;Nemesis;7203;6077
764;CallingRulesWithHeuristic;6093;7219
764;Nemesis;7219;6093
765;CallingRulesWithHeuristic;6107;7237
765;Nemesis;7237;6107
766;CallingRulesWithHeuristic;6123;7253
766;Nemesis;7253;6123
767;CallingRulesWithHeuristic;6123;7253
767;Nemesis;7253;6123
768;CallingRulesWithHeuristic;6123;7253
768;Nemesis;7253;6123
769;CallingRulesWithHeuristic;6123;7253
769;Nemesis;7253;6123
770;CallingRulesWithHeuristic;6123;7253
770;Nemesis;7253;6123
771;CallingRulesWithHeuristic;6123;7253
771;Nemesis;7253;6123
772;CallingRulesWithHeuristic;6123;7253
772;Nemesis;7253;6123
773;CallingRulesWithHeuristic;6139;7269
773;Nemesis;7269;6139
774;CallingRulesWithHeuristic;6151;7289
774;Nemesis;7289;6151
775;CallingRulesWithHeuristic;6166;7306
775;Nemesis;7306;6166
776;CallingRulesWithHeuristic;6166;7306
776;Nemesis;7306;6166
777;CallingRulesWithHeuristic;6166;7306
777;Nemesis;7306;6166
778;CallingRulesWithHeuristic;6177;7327
778;Nemesis;7327;6177
779;CallingRulesWithHeuristic;6177;7327
779;Nemesis;7327;6177
780;CallingRulesWithHeuristic;6193;7343
780;Nemesis;7343;6193
781;CallingRulesWithHeuristic;6193;7343
781;Nemesis;7343;6193
782;CallingRulesWithHeuristic;6193;7343
782;Nemesis;7343;6193
783;CallingRulesWithHeuristic;6193;7343
783;Nemesis;7343;6193
784;CallingRulesWithHeuristic;6193;7343
784;Nemesis;7343;6193
785;CallingRulesWithHeuristic;6193;7343
785;Nemesis;7343;6193
786;CallingRulesWithHeuristic;6193;7343
786;Nemesis;7343;6193
787;CallingRulesWithHeuristic;6205;7363
787;Nemesis;7363;6205
788;CallingRulesWithHeuristic;6205;7363
788;Nemesis;7363;6205
789;CallingRulesWithHeuristic;6218;7382
789;Nemesis;7382;6218
790;CallingRulesWithHeuristic;6234;7398
790;Nemesis;7398;6234
791;CallingRulesWithHeuristic;6234;7398
791;Nemesis;7398;6234
792;CallingRulesWithHeuristic;6250;7414
792;Nemesis;7414;6250
793;CallingRulesWithHeuristic;6264;7432
793;Nemesis;7432;6264
794;CallingRulesWithHeuristic;6264;7432
794;Nemesis;7432;6264
795;CallingRulesWithHeuristic;6275;7453
795;Nemesis;7453;6275
796;CallingRulesWithHeuristic;6289;7471
796;Nemesis;7471;6289
797;CallingRulesWithHeuristic;6305;7487
797;Nemesis;7487;6305
798;CallingRulesWithHeuristic;6305;7487
798;Nemesis;7487;6305
799;CallingRulesWithHeuristic;6305;7487
799;Nemesis;7487;6305
800;CallingRulesWithHeuristic;6305;7487
800;Nemesis;7487;6305
801;CallingRulesWithHeuristic;6305;7487
801;Nemesis;7487;6305
802;CallingRulesWithHeuristic;6321;7503
802;Nemesis;7503;6321
803;CallingRulesWithHeuristic;6337;7519
803;Nemesis;7519;6337
804;CallingRulesWithHeuristic;6353;7535
804;Nemesis;7535;6353
805;CallingRulesWithHeuristic;6366;7554
805;Nemesis;7554;6366
806;CallingRulesWithHeuristic;6382;7570
806;Nemesis;7570;6382
807;CallingRulesWithHeuristic;6382;7570
807;Nemesis;7570;6382
808;CallingRulesWithHeuristic;6382;7570
808;Nemesis;7570;6382
809;CallingRulesWithHeuristic;6395;7589
809;Nemesis;7589;6395
810;CallingRulesWithHeuristic;6408;7608
810;Nemesis;7608;6408
811;CallingRulesWithHeuristic;6424;7624
811;Nemesis;7624;6424
812;CallingRulesWithHeuristic;6440;7640
812;Nemesis;7640;6440
813;CallingRulesWithHeuristic;6456;7656
813;Nemesis;7656;6456
814;CallingRulesWithHeuristic;6456;7656
814;Nemesis;7656;6456
815;CallingRulesWithHeuristic;6472;7672
815;Nemesis;7672;6472
816;CallingRulesWithHeuristic;6488;7688
816;Nemesis;7688;6488
817;CallingRulesWithHeuristic;6501;7707
817;Nemesis;7707;6501
818;CallingRulesWithHeuristic;6515;7725
818;Nemesis;7725;6515
819;CallingRulesWithHeuristic;6531;7741
819;Nemesis;7741;6531
820;CallingRulesWithHeuristic;6531;7741
820;Nemesis;7741;6531
821;CallingRulesWithHeuristic;6531;7741
821;Nemesis;7741;6531
822;CallingRulesWithHeuristic;6543;7761
822;Nemesis;7761;6543
823;CallingRulesWithHeuristic;6543;7761
823;Nemesis;7761;6543
824;CallingRulesWithHeuristic;6559;7777
824;Nemesis;7777;6559
825;CallingRulesWithHeuristic;6559;7777
825;Nemesis;7777;6559
826;CallingRulesWithHeuristic;6569;7799
826;Nemesis;7799;6569
827;CallingRulesWithHeuristic;6569;7799
827;Nemesis;7799;6569
828;CallingRulesWithHeuristic;6585;7815
828;Nemesis;7815;6585
829;CallingRulesWithHeuristic;6601;7831
829;Nemesis;7831;6601
830;CallingRulesWithHeuristic;6617;7847
830;Nemesis;7847;6617
831;CallingRulesWithHeuristic;6632;7864
831;Nemesis;7864;6632
832;CallingRulesWithHeuristic;6632;7864
832;Nemesis;7864;6632
